idx,transformer_model,n_neighbors,n_components,min_dist,min_cluster_size,cluster_selection_method,ngram_range,coherence,topic_diversity,silhouette_score,n_topics,n_outlier_pubs
4660,BAAI/bge-large-en-v1.5,7,17,0.05,17,eom,"(1, 3)",0.469042813,0.95,0.06704369,4,63
4661,BAAI/bge-large-en-v1.5,20,17,0.05,6,eom,"(2, 3)",0.468985606,0.845454545,0.0434749,11,80
4662,BAAI/bge-large-en-v1.5,17,15,0.1,5,eom,"(2, 3)",0.468951821,0.833333333,0.060721144,12,84
4663,BAAI/bge-large-en-v1.5,5,9,0.1,15,eom,"(2, 3)",0.468905022,0.933333333,0.10262501,3,9
4664,BAAI/bge-large-en-v1.5,15,7,0,7,eom,"(2, 3)",0.46881363,0.82,0.04631483,10,39
4665,BAAI/bge-large-en-v1.5,17,13,0.05,6,eom,"(2, 3)",0.4687104,0.818181818,0.06386846,11,85
4666,BAAI/bge-large-en-v1.5,7,17,0.1,17,eom,"(1, 3)",0.468634401,0.966666667,0.12135806,3,50
4667,BAAI/bge-large-en-v1.5,13,9,0.1,7,eom,"(2, 3)",0.468502967,0.81,0.04214696,10,50
4668,BAAI/bge-large-en-v1.5,13,5,0.05,7,eom,"(2, 3)",0.468474164,0.8,0.044535376,10,65
4669,BAAI/bge-large-en-v1.5,7,17,0.1,7,eom,"(2, 3)",0.468442153,0.888888889,0.03853161,9,20
4670,BAAI/bge-large-en-v1.5,17,5,0,6,eom,"(2, 3)",0.468306446,0.846153846,0.053706434,13,76
4671,BAAI/bge-large-en-v1.5,20,13,0.05,17,eom,"(2, 3)",0.468160035,1,0.11583523,3,27
4672,BAAI/bge-large-en-v1.5,20,7,0.1,6,eom,"(2, 3)",0.468113355,0.864285714,0.07299424,14,126
4673,BAAI/bge-large-en-v1.5,15,17,0.05,8,eom,"(2, 3)",0.468095413,0.811111111,0.05333196,9,56
4674,BAAI/bge-large-en-v1.5,17,9,0.1,7,eom,"(2, 3)",0.467890733,0.84,0.050591897,10,74
4675,BAAI/bge-large-en-v1.5,15,9,0.1,8,eom,"(2, 3)",0.467877262,0.916666667,0.03715504,6,27
4676,BAAI/bge-large-en-v1.5,17,5,0,8,eom,"(2, 3)",0.467847156,0.818181818,0.061233133,11,76
4677,BAAI/bge-large-en-v1.5,20,15,0.1,8,eom,"(2, 3)",0.467608104,0.836363636,0.07379038,11,110
4678,BAAI/bge-large-en-v1.5,7,17,0,17,eom,"(1, 3)",0.467404884,0.95,0.0671839,4,66
4679,BAAI/bge-large-en-v1.5,7,13,0.05,15,eom,"(1, 3)",0.467380648,0.925,0.06620394,4,61
4680,BAAI/bge-large-en-v1.5,9,7,0,15,eom,"(2, 3)",0.467351158,0.966666667,0.11400204,3,26
4681,BAAI/bge-large-en-v1.5,15,5,0.1,8,eom,"(2, 3)",0.467216962,0.96,0.03749335,5,17
4682,BAAI/bge-large-en-v1.5,17,5,0.1,15,eom,"(1, 2)",0.467213552,0.966666667,0.11594223,3,28
4683,BAAI/bge-large-en-v1.5,7,17,0.05,13,eom,"(1, 4)",0.467119894,0.975,0.0658226,4,62
4684,BAAI/bge-large-en-v1.5,7,17,0.05,17,eom,"(1, 4)",0.46710921,0.95,0.06704369,4,63
4685,BAAI/bge-large-en-v1.5,17,13,0.1,6,eom,"(2, 3)",0.467046769,0.827272727,0.0698677,11,101
4686,BAAI/bge-large-en-v1.5,20,9,0.1,8,eom,"(2, 3)",0.466823151,0.866666667,0.05051703,9,103
4687,BAAI/bge-large-en-v1.5,7,5,0.05,7,eom,"(2, 3)",0.466751538,0.83,0.042511653,10,66
4688,BAAI/bge-large-en-v1.5,17,15,0.1,6,eom,"(2, 3)",0.466661301,0.825,0.06130257,12,91
4689,BAAI/bge-large-en-v1.5,15,9,0.05,10,eom,"(2, 3)",0.466611009,0.966666667,0.10873835,3,12
4690,BAAI/bge-large-en-v1.5,15,9,0.1,5,eom,"(2, 3)",0.466507335,0.836363636,0.04015615,11,54
4691,BAAI/bge-large-en-v1.5,5,17,0.1,15,eom,"(1, 2)",0.466365225,0.95,0.06232888,4,60
4692,BAAI/bge-large-en-v1.5,7,15,0.1,9,eom,"(2, 3)",0.466314446,0.828571429,0.05990157,7,69
4693,BAAI/bge-large-en-v1.5,7,17,0,17,eom,"(1, 4)",0.466118021,0.95,0.0671839,4,66
4694,BAAI/bge-large-en-v1.5,17,7,0,10,eom,"(2, 3)",0.466105753,0.814285714,0.05981795,7,86
4695,BAAI/bge-large-en-v1.5,13,13,0.05,8,eom,"(2, 3)",0.466078838,0.866666667,0.03489334,6,16
4696,BAAI/bge-large-en-v1.5,17,20,0.05,13,eom,"(1, 2)",0.466048584,1,0.120625265,3,37
4697,BAAI/bge-large-en-v1.5,9,20,0,9,eom,"(2, 3)",0.466002026,0.828571429,0.05862478,7,54
4698,BAAI/bge-large-en-v1.5,13,15,0.1,7,eom,"(2, 3)",0.46591456,0.975,-0.016677884,4,4
4699,BAAI/bge-large-en-v1.5,9,7,0.1,8,eom,"(2, 3)",0.46591456,0.975,-0.016677884,4,4
4700,BAAI/bge-large-en-v1.5,13,15,0.1,6,eom,"(2, 3)",0.46591456,0.975,-0.016677884,4,4
4701,BAAI/bge-large-en-v1.5,17,5,0.05,5,eom,"(2, 3)",0.465748258,0.836363636,0.034934513,11,38
4702,BAAI/bge-large-en-v1.5,9,17,0.1,8,eom,"(2, 3)",0.465524185,0.9,-0.016657654,4,1
4703,BAAI/bge-large-en-v1.5,9,7,0.05,15,eom,"(2, 3)",0.465234886,0.966666667,0.11552703,3,27
4704,BAAI/bge-large-en-v1.5,5,13,0.05,13,eom,"(2, 3)",0.465154153,0.95,0.048078753,4,36
4705,BAAI/bge-large-en-v1.5,9,7,0.1,7,eom,"(2, 3)",0.465131717,0.975,-0.016584335,4,3
4706,BAAI/bge-large-en-v1.5,7,20,0.1,20,eom,"(1, 2)",0.464899728,0.966666667,0.11935279,3,49
4707,BAAI/bge-large-en-v1.5,20,9,0.1,7,eom,"(2, 3)",0.464706851,0.87,0.052505396,10,89
4708,BAAI/bge-large-en-v1.5,7,17,0.05,8,eom,"(2, 3)",0.464691918,0.855555556,0.03772095,9,20
4709,BAAI/bge-large-en-v1.5,9,17,0,13,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4710,BAAI/bge-large-en-v1.5,9,9,0,17,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4711,BAAI/bge-large-en-v1.5,9,17,0,15,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4712,BAAI/bge-large-en-v1.5,9,17,0,20,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4713,BAAI/bge-large-en-v1.5,9,17,0,17,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4714,BAAI/bge-large-en-v1.5,9,17,0,10,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4715,BAAI/bge-large-en-v1.5,9,17,0,9,eom,"(2, 3)",0.464611396,1,0.10141724,2,215
4716,BAAI/bge-large-en-v1.5,9,7,0.05,17,eom,"(2, 3)",0.464278816,0.966666667,0.11311479,3,25
4717,BAAI/bge-large-en-v1.5,5,17,0,7,eom,"(2, 3)",0.463932249,0.863636364,0.03074965,11,28
4718,BAAI/bge-large-en-v1.5,9,17,0.05,8,eom,"(2, 3)",0.463908338,0.85,0.039742216,10,63
4719,BAAI/bge-large-en-v1.5,17,13,0.1,13,eom,"(1, 2)",0.463709076,1,0.10667686,2,227
4720,BAAI/bge-large-en-v1.5,5,17,0.1,8,eom,"(2, 3)",0.463671523,0.83,0.031264488,10,33
4721,BAAI/bge-large-en-v1.5,9,7,0,10,eom,"(2, 3)",0.463669233,0.966666667,0.11293452,3,25
4722,BAAI/bge-large-en-v1.5,17,13,0.1,7,eom,"(2, 3)",0.463508423,0.827272727,0.07127433,11,103
4723,BAAI/bge-large-en-v1.5,7,5,0.05,8,eom,"(2, 3)",0.463475873,0.81,0.04548979,10,73
4724,BAAI/bge-large-en-v1.5,15,15,0,7,eom,"(2, 3)",0.463457857,0.83,0.04258147,10,50
4725,BAAI/bge-large-en-v1.5,9,15,0,9,eom,"(1, 3)",0.463419467,1,0.10191877,2,218
4726,BAAI/bge-large-en-v1.5,9,15,0,10,eom,"(1, 3)",0.463419467,1,0.10191877,2,218
4727,BAAI/bge-large-en-v1.5,17,9,0.05,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4728,BAAI/bge-large-en-v1.5,17,5,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4729,BAAI/bge-large-en-v1.5,13,17,0,15,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4730,BAAI/bge-large-en-v1.5,15,9,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4731,BAAI/bge-large-en-v1.5,13,7,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4732,BAAI/bge-large-en-v1.5,13,17,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4733,BAAI/bge-large-en-v1.5,15,9,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4734,BAAI/bge-large-en-v1.5,15,17,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4735,BAAI/bge-large-en-v1.5,17,5,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4736,BAAI/bge-large-en-v1.5,13,17,0,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4737,BAAI/bge-large-en-v1.5,15,17,0,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4738,BAAI/bge-large-en-v1.5,15,17,0.05,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4739,BAAI/bge-large-en-v1.5,15,17,0.05,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4740,BAAI/bge-large-en-v1.5,15,9,0.1,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4741,BAAI/bge-large-en-v1.5,13,17,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4742,BAAI/bge-large-en-v1.5,13,9,0,9,eom,"(1, 4)",0.463075284,1,0.107053645,2,227
4743,BAAI/bge-large-en-v1.5,13,7,0,17,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4744,BAAI/bge-large-en-v1.5,15,7,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4745,BAAI/bge-large-en-v1.5,17,17,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4746,BAAI/bge-large-en-v1.5,17,13,0,8,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4747,BAAI/bge-large-en-v1.5,15,7,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4748,BAAI/bge-large-en-v1.5,13,15,0,17,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4749,BAAI/bge-large-en-v1.5,15,13,0,20,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4750,BAAI/bge-large-en-v1.5,13,7,0,15,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4751,BAAI/bge-large-en-v1.5,13,7,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4752,BAAI/bge-large-en-v1.5,13,17,0,20,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4753,BAAI/bge-large-en-v1.5,15,7,0,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4754,BAAI/bge-large-en-v1.5,15,17,0.1,6,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4755,BAAI/bge-large-en-v1.5,17,13,0.1,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4756,BAAI/bge-large-en-v1.5,15,7,0,15,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4757,BAAI/bge-large-en-v1.5,15,7,0,17,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4758,BAAI/bge-large-en-v1.5,15,7,0,20,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4759,BAAI/bge-large-en-v1.5,17,13,0.05,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4760,BAAI/bge-large-en-v1.5,13,15,0,20,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4761,BAAI/bge-large-en-v1.5,17,13,0.05,8,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4762,BAAI/bge-large-en-v1.5,15,9,0,15,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4763,BAAI/bge-large-en-v1.5,17,15,0.05,8,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4764,BAAI/bge-large-en-v1.5,13,17,0,17,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4765,BAAI/bge-large-en-v1.5,13,9,0.05,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4766,BAAI/bge-large-en-v1.5,13,7,0,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4767,BAAI/bge-large-en-v1.5,15,9,0,13,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4768,BAAI/bge-large-en-v1.5,17,9,0,10,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4769,BAAI/bge-large-en-v1.5,17,13,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4770,BAAI/bge-large-en-v1.5,15,17,0,9,eom,"(1, 4)",0.463075284,1,0.10625081,2,224
4771,BAAI/bge-large-en-v1.5,13,9,0,7,eom,"(2, 3)",0.462483523,0.81,0.040842615,10,46
4772,BAAI/bge-large-en-v1.5,20,7,0.1,8,eom,"(2, 3)",0.462482584,0.84,0.067907386,10,115
4773,BAAI/bge-large-en-v1.5,7,17,0.1,15,eom,"(1, 2)",0.462390635,0.966666667,0.118763685,3,40
4774,BAAI/bge-large-en-v1.5,7,7,0.05,9,eom,"(2, 3)",0.462313217,0.883333333,0.065869085,6,47
4775,BAAI/bge-large-en-v1.5,17,15,0,10,eom,"(2, 3)",0.462233934,0.828571429,0.06435517,7,91
4776,BAAI/bge-large-en-v1.5,9,7,0,17,eom,"(2, 3)",0.462224842,0.966666667,0.11366817,3,26
4777,BAAI/bge-large-en-v1.5,5,9,0.05,20,eom,"(2, 3)",0.462182001,0.966666667,0.10952169,3,33
4778,BAAI/bge-large-en-v1.5,7,7,0.05,20,eom,"(2, 3)",0.462178143,0.8,0.07185695,5,96
4779,BAAI/bge-large-en-v1.5,20,17,0,15,eom,"(2, 3)",0.46217028,1,0.115929276,3,21
4780,BAAI/bge-large-en-v1.5,7,7,0,15,eom,"(2, 3)",0.462092641,0.88,0.06450778,5,71
4781,BAAI/bge-large-en-v1.5,17,20,0.1,7,eom,"(2, 3)",0.462056069,0.827272727,0.06853963,11,97
4782,BAAI/bge-large-en-v1.5,5,9,0.05,10,eom,"(2, 3)",0.461960625,0.83,0.05514986,10,126
4783,BAAI/bge-large-en-v1.5,20,13,0.05,15,eom,"(2, 3)",0.46191945,1,0.11588449,3,25
4784,BAAI/bge-large-en-v1.5,20,17,0.05,15,eom,"(2, 3)",0.461918577,1,0.11638228,3,23
4785,BAAI/bge-large-en-v1.5,5,13,0,9,eom,"(2, 3)",0.461837547,0.81,0.04816708,10,99
4786,BAAI/bge-large-en-v1.5,15,7,0.1,8,eom,"(2, 3)",0.46181555,0.84,0.05196054,10,89
4787,BAAI/bge-large-en-v1.5,9,20,0,20,eom,"(2, 3)",0.461605959,0.925,0.06016268,4,37
4788,BAAI/bge-large-en-v1.5,5,20,0,5,eom,"(2, 3)",0.461487669,0.876923077,0.03043833,13,22
4789,BAAI/bge-large-en-v1.5,15,5,0.1,7,eom,"(2, 3)",0.461471942,0.96,0.036293607,5,14
4790,BAAI/bge-large-en-v1.5,5,9,0.05,6,eom,"(2, 3)",0.461432706,0.835294118,0.03600398,17,56
4791,BAAI/bge-large-en-v1.5,5,9,0.1,20,eom,"(2, 3)",0.461256097,0.966666667,0.09906781,3,9
4792,BAAI/bge-large-en-v1.5,5,9,0.1,17,eom,"(2, 3)",0.461256097,0.966666667,0.09906781,3,9
4793,BAAI/bge-large-en-v1.5,17,7,0.05,8,eom,"(2, 3)",0.461193949,0.96,0.035873305,5,11
4794,BAAI/bge-large-en-v1.5,7,17,0.05,6,eom,"(2, 3)",0.460987937,0.828571429,0.03218077,14,25
4795,BAAI/bge-large-en-v1.5,17,20,0.05,8,eom,"(2, 3)",0.46093353,0.84,0.05156039,10,75
4796,BAAI/bge-large-en-v1.5,17,5,0.1,8,eom,"(2, 3)",0.460841487,0.827272727,0.069746986,11,99
4797,BAAI/bge-large-en-v1.5,17,17,0.05,10,eom,"(2, 3)",0.460820687,0.842857143,0.0642793,7,85
4798,BAAI/bge-large-en-v1.5,17,7,0.1,8,eom,"(2, 3)",0.460785855,0.96,0.036175225,5,14
4799,BAAI/bge-large-en-v1.5,9,17,0.05,7,eom,"(2, 3)",0.460623731,0.86,0.04018559,10,55
4800,BAAI/bge-large-en-v1.5,9,7,0,6,eom,"(2, 3)",0.46061404,0.838461538,0.03058292,13,25
4801,BAAI/bge-large-en-v1.5,20,7,0.05,17,eom,"(2, 3)",0.46039801,0.933333333,0.11720002,3,25
4802,BAAI/bge-large-en-v1.5,15,7,0.1,5,eom,"(2, 3)",0.460295849,0.858333333,0.03460499,12,50
4803,BAAI/bge-large-en-v1.5,20,7,0.05,15,eom,"(2, 3)",0.460165323,0.933333333,0.11610162,3,23
4804,BAAI/bge-large-en-v1.5,9,5,0,20,eom,"(2, 3)",0.460040556,0.966666667,0.111234285,3,16
4805,BAAI/bge-large-en-v1.5,5,9,0,8,eom,"(2, 3)",0.460010957,0.818181818,0.035084695,11,56
4806,BAAI/bge-large-en-v1.5,17,17,0.1,9,eom,"(2, 3)",0.459740415,0.842857143,0.06728225,7,102
4807,BAAI/bge-large-en-v1.5,9,20,0.05,5,eom,"(2, 3)",0.459722664,0.853333333,0.027943304,15,37
4808,BAAI/bge-large-en-v1.5,9,5,0.1,7,eom,"(2, 3)",0.459524865,0.825,0.043465577,12,76
4809,BAAI/bge-large-en-v1.5,5,5,0,8,eom,"(2, 3)",0.459517582,0.781818182,0.032369003,11,45
4810,BAAI/bge-large-en-v1.5,17,7,0.05,10,eom,"(2, 3)",0.459313552,0.966666667,0.11230177,3,15
4811,BAAI/bge-large-en-v1.5,17,15,0.1,8,eom,"(2, 3)",0.459285793,0.809090909,0.07261201,11,117
4812,BAAI/bge-large-en-v1.5,5,5,0.1,15,eom,"(2, 3)",0.459284487,1,0.09817144,2,212
4813,BAAI/bge-large-en-v1.5,17,13,0,5,eom,"(2, 3)",0.459222948,0.836363636,0.03524061,11,54
4814,BAAI/bge-large-en-v1.5,5,15,0,5,eom,"(2, 3)",0.459123979,0.826086957,0.05066747,23,75
4815,BAAI/bge-large-en-v1.5,5,13,0,5,eom,"(2, 3)",0.459055336,0.819047619,0.043833386,21,39
4816,BAAI/bge-large-en-v1.5,9,15,0.05,8,eom,"(2, 3)",0.459033099,0.83,0.046579693,10,77
4817,BAAI/bge-large-en-v1.5,17,17,0.05,8,eom,"(2, 3)",0.458874573,0.85,0.044664357,10,95
4818,BAAI/bge-large-en-v1.5,20,20,0.1,9,eom,"(2, 3)",0.458700762,0.828571429,0.06708437,7,102
4819,BAAI/bge-large-en-v1.5,17,9,0,17,eom,"(2, 3)",0.45860723,0.975,0.06516717,4,40
4820,BAAI/bge-large-en-v1.5,20,13,0,20,eom,"(2, 3)",0.458464635,1,0.11611322,3,22
4821,BAAI/bge-large-en-v1.5,20,13,0.05,10,eom,"(2, 3)",0.458459012,0.842857143,0.06459728,7,94
4822,BAAI/bge-large-en-v1.5,17,17,0.05,6,eom,"(2, 3)",0.458387417,0.836363636,0.042710405,11,55
4823,BAAI/bge-large-en-v1.5,20,13,0.1,7,eom,"(2, 3)",0.458204865,0.85,0.05330607,10,91
4824,BAAI/bge-large-en-v1.5,7,9,0.05,9,eom,"(2, 3)",0.457974806,0.875,0.061150394,8,83
4825,BAAI/bge-large-en-v1.5,20,20,0,10,eom,"(2, 3)",0.457810365,0.975,0.066640116,4,37
4826,BAAI/bge-large-en-v1.5,15,20,0.1,7,eom,"(2, 3)",0.457664634,0.836363636,0.069030404,11,101
4827,BAAI/bge-large-en-v1.5,20,20,0,6,eom,"(2, 3)",0.457619635,0.82,0.04535901,10,52
4828,BAAI/bge-large-en-v1.5,20,17,0.05,9,eom,"(2, 3)",0.457588882,1,0.11889783,3,30
4829,BAAI/bge-large-en-v1.5,17,9,0,20,eom,"(2, 3)",0.457574414,0.975,0.0655469,4,41
4830,BAAI/bge-large-en-v1.5,9,15,0.1,9,eom,"(2, 3)",0.457298686,0.828571429,0.07085564,7,122
4831,BAAI/bge-large-en-v1.5,13,13,0.1,6,eom,"(2, 3)",0.457105881,0.84,0.04726633,10,60
4832,BAAI/bge-large-en-v1.5,15,13,0.1,15,eom,"(2, 3)",0.457072922,0.966666667,0.11707388,3,26
4833,BAAI/bge-large-en-v1.5,20,13,0.05,20,eom,"(2, 3)",0.456850262,1,0.11781734,3,32
4834,BAAI/bge-large-en-v1.5,13,13,0.1,13,eom,"(2, 3)",0.456812424,0.966666667,0.111932166,3,23
4835,BAAI/bge-large-en-v1.5,13,7,0,6,eom,"(2, 3)",0.456805155,0.925,0.04384148,8,30
4836,BAAI/bge-large-en-v1.5,7,17,0.05,15,eom,"(2, 3)",0.456781102,0.9,0.06596268,4,63
4837,BAAI/bge-large-en-v1.5,15,20,0.1,9,eom,"(2, 3)",0.4567536,0.8625,0.07303002,8,142
4838,BAAI/bge-large-en-v1.5,5,7,0.05,6,eom,"(2, 3)",0.456667046,0.821428571,0.026863147,14,20
4839,BAAI/bge-large-en-v1.5,5,9,0,9,eom,"(2, 3)",0.456511307,0.811111111,0.044296227,9,69
4840,BAAI/bge-large-en-v1.5,7,9,0.1,6,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4841,BAAI/bge-large-en-v1.5,7,9,0.1,7,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4842,BAAI/bge-large-en-v1.5,5,7,0.05,8,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4843,BAAI/bge-large-en-v1.5,7,5,0.1,5,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4844,BAAI/bge-large-en-v1.5,7,5,0.1,6,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4845,BAAI/bge-large-en-v1.5,7,5,0.1,7,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4846,BAAI/bge-large-en-v1.5,7,5,0.1,8,eom,"(2, 3)",0.456495894,0.875,-0.011304974,4,342
4847,BAAI/bge-large-en-v1.5,20,15,0,8,eom,"(2, 3)",0.456494151,0.818181818,0.05371279,11,71
4848,BAAI/bge-large-en-v1.5,15,20,0.05,8,eom,"(2, 3)",0.456463245,0.818181818,0.06559574,11,88
4849,BAAI/bge-large-en-v1.5,17,9,0,7,eom,"(2, 3)",0.456398542,0.8,0.053270027,9,52
4850,BAAI/bge-large-en-v1.5,17,15,0.05,7,eom,"(2, 3)",0.456357748,0.825,0.06131951,12,87
4851,BAAI/bge-large-en-v1.5,9,7,0,7,eom,"(2, 3)",0.456216805,0.816666667,0.033214625,12,37
4852,BAAI/bge-large-en-v1.5,15,5,0.05,17,eom,"(2, 3)",0.456153691,0.975,0.0646875,4,38
4853,BAAI/bge-large-en-v1.5,9,9,0.1,8,eom,"(2, 3)",0.456152717,0.83,0.051435877,10,94
4854,BAAI/bge-large-en-v1.5,7,5,0,5,eom,"(2, 3)",0.455968707,0.843478261,0.06355841,23,82
4855,BAAI/bge-large-en-v1.5,20,9,0.1,9,eom,"(2, 3)",0.45592,0.885714286,0.0694813,7,111
4856,BAAI/bge-large-en-v1.5,9,7,0,9,eom,"(2, 3)",0.455911229,0.814285714,0.062245913,7,59
4857,BAAI/bge-large-en-v1.5,7,17,0.1,8,eom,"(2, 3)",0.455897878,0.888888889,0.041752964,9,30
4858,BAAI/bge-large-en-v1.5,9,20,0.1,17,eom,"(2, 3)",0.455875829,0.925,0.07453779,4,77
4859,BAAI/bge-large-en-v1.5,20,5,0.05,8,eom,"(2, 3)",0.455841433,0.8,0.05815288,8,83
4860,BAAI/bge-large-en-v1.5,15,5,0.05,13,eom,"(2, 3)",0.455836952,0.975,0.06255771,4,31
4861,BAAI/bge-large-en-v1.5,17,20,0.05,6,eom,"(2, 3)",0.455783425,0.836363636,0.051565893,11,72
4862,BAAI/bge-large-en-v1.5,20,7,0.1,10,eom,"(2, 3)",0.455769835,0.95,0.10858925,4,60
4863,BAAI/bge-large-en-v1.5,20,7,0,20,eom,"(2, 3)",0.455765829,0.933333333,0.118998125,3,30
4864,BAAI/bge-large-en-v1.5,7,7,0.05,7,eom,"(2, 3)",0.455739093,0.841666667,0.031073725,12,42
4865,BAAI/bge-large-en-v1.5,17,13,0.1,8,eom,"(2, 3)",0.455442889,0.822222222,0.060813762,9,77
4866,BAAI/bge-large-en-v1.5,20,7,0,17,eom,"(2, 3)",0.455408418,0.933333333,0.116862915,3,26
4867,BAAI/bge-large-en-v1.5,20,7,0,15,eom,"(2, 3)",0.455408418,0.933333333,0.115970336,3,25
4868,BAAI/bge-large-en-v1.5,17,9,0.05,6,eom,"(2, 3)",0.455391401,0.811111111,0.05080366,9,49
4869,BAAI/bge-large-en-v1.5,17,17,0.05,9,eom,"(2, 3)",0.45525151,0.8,0.064688966,7,87
4870,BAAI/bge-large-en-v1.5,20,20,0.1,6,eom,"(2, 3)",0.455163739,0.846153846,0.06806493,13,104
4871,BAAI/bge-large-en-v1.5,20,9,0.1,6,eom,"(2, 3)",0.455133365,0.836363636,0.047712475,11,72
4872,BAAI/bge-large-en-v1.5,17,17,0.1,10,eom,"(2, 3)",0.45506156,0.857142857,0.06903167,7,107
4873,BAAI/bge-large-en-v1.5,17,5,0.05,20,eom,"(2, 3)",0.455056443,0.966666667,0.11523076,3,27
4874,BAAI/bge-large-en-v1.5,20,17,0,6,eom,"(2, 3)",0.455018467,0.825,0.06005829,12,94
4875,BAAI/bge-large-en-v1.5,15,15,0.1,8,eom,"(2, 3)",0.454888281,0.916666667,0.039647415,6,30
4876,BAAI/bge-large-en-v1.5,9,15,0.05,7,eom,"(2, 3)",0.454881623,0.827272727,0.040029544,11,61
4877,BAAI/bge-large-en-v1.5,20,7,0.1,17,eom,"(2, 3)",0.45483561,0.966666667,0.121065736,3,33
4878,BAAI/bge-large-en-v1.5,17,17,0.1,7,eom,"(2, 3)",0.454770773,0.807142857,0.06569574,14,109
4879,BAAI/bge-large-en-v1.5,20,7,0.1,15,eom,"(2, 3)",0.454575554,0.966666667,0.12082099,3,31
4880,BAAI/bge-large-en-v1.5,17,5,0.05,7,eom,"(2, 3)",0.454452852,0.81,0.045270823,10,46
4881,BAAI/bge-large-en-v1.5,20,9,0.05,6,eom,"(2, 3)",0.454441193,0.823076923,0.05354181,13,83
4882,BAAI/bge-large-en-v1.5,7,9,0.05,10,eom,"(2, 3)",0.454405835,0.92,0.06598382,5,79
4883,BAAI/bge-large-en-v1.5,7,7,0.05,8,eom,"(2, 3)",0.454356433,0.83,0.037421092,10,53
4884,BAAI/bge-large-en-v1.5,20,7,0.1,13,eom,"(2, 3)",0.454283861,0.966666667,0.1188829,3,29
4885,BAAI/bge-large-en-v1.5,5,7,0.05,10,eom,"(2, 3)",0.453811987,0.9,0.10518328,3,37
4886,BAAI/bge-large-en-v1.5,17,15,0.05,9,eom,"(2, 3)",0.453777517,0.828571429,0.06463144,7,89
4887,BAAI/bge-large-en-v1.5,17,7,0,7,eom,"(2, 3)",0.453770401,0.96,0.034993086,5,9
4888,BAAI/bge-large-en-v1.5,20,20,0.1,8,eom,"(2, 3)",0.453374261,0.81,0.07131886,10,121
