idx,transformer_model,n_neighbors,n_components,min_dist,min_cluster_size,cluster_selection_method,ngram_range,coherence,topic_diversity,silhouette_score,n_topics,n_outlier_pubs
1495,BAAI/bge-large-en-v1.5,17,5,0.05,6,eom,"(1, 4)",0.689142969,0.716666667,0.039804325,12,65
1496,BAAI/bge-large-en-v1.5,17,15,0.05,7,eom,"(1, 2)",0.689010329,0.75,0.06131951,12,87
1497,BAAI/bge-large-en-v1.5,17,20,0,10,eom,"(1, 3)",0.688996225,0.975,0.06754757,4,38
1498,BAAI/bge-large-en-v1.5,5,17,0.1,9,eom,"(1, 4)",0.688947436,0.933333333,0.068527006,3,9
1499,BAAI/bge-large-en-v1.5,5,5,0.05,9,eom,"(1, 4)",0.688947436,0.933333333,0.068527006,3,9
1500,BAAI/bge-large-en-v1.5,5,13,0.1,9,eom,"(1, 4)",0.688947436,0.933333333,0.068527006,3,9
1501,BAAI/bge-large-en-v1.5,15,15,0,9,eom,"(1, 4)",0.688942517,0.966666667,0.11101485,3,18
1502,BAAI/bge-large-en-v1.5,17,5,0,7,eom,"(1, 4)",0.68890292,0.8,0.049292233,9,38
1503,BAAI/bge-large-en-v1.5,7,7,0,5,eom,"(1, 4)",0.688826335,0.677777778,0.028362505,18,27
1504,BAAI/bge-large-en-v1.5,5,5,0.05,10,eom,"(1, 3)",0.6887166,0.85,0.059004992,6,78
1505,BAAI/bge-large-en-v1.5,7,17,0,6,eom,"(1, 3)",0.688706292,0.728571429,0.030064335,14,15
1506,BAAI/bge-large-en-v1.5,20,13,0,13,eom,"(1, 2)",0.688625297,1,0.111802965,3,9
1507,BAAI/bge-large-en-v1.5,7,17,0.1,5,eom,"(1, 3)",0.688603753,0.721428571,0.028378049,14,33
1508,BAAI/bge-large-en-v1.5,20,9,0.1,5,eom,"(1, 3)",0.688579896,0.73125,0.075634025,16,111
1509,BAAI/bge-large-en-v1.5,13,7,0.05,20,eom,"(1, 4)",0.688544693,0.966666667,0.109160885,3,11
1510,BAAI/bge-large-en-v1.5,20,5,0.1,5,eom,"(1, 4)",0.688536827,0.726666667,0.06460852,15,99
1511,BAAI/bge-large-en-v1.5,20,20,0,10,eom,"(1, 4)",0.688507162,0.975,0.066640116,4,37
1512,BAAI/bge-large-en-v1.5,7,5,0,7,eom,"(1, 3)",0.688277015,0.741666667,0.028892959,12,50
1513,BAAI/bge-large-en-v1.5,17,13,0.05,7,eom,"(1, 3)",0.688245923,0.811111111,0.054310273,9,62
1514,BAAI/bge-large-en-v1.5,15,17,0.05,6,eom,"(1, 2)",0.687996446,0.94,0.033326447,5,3
1515,BAAI/bge-large-en-v1.5,5,13,0,6,eom,"(1, 4)",0.687868053,0.694117647,0.04592656,17,41
1516,BAAI/bge-large-en-v1.5,5,20,0,5,eom,"(1, 3)",0.687862421,0.776923077,0.03043833,13,22
1517,BAAI/bge-large-en-v1.5,5,20,0.1,9,eom,"(1, 4)",0.687781496,0.88,0.054128643,5,28
1518,BAAI/bge-large-en-v1.5,13,15,0.05,6,eom,"(1, 3)",0.687734066,0.735714286,0.041045748,14,83
1519,BAAI/bge-large-en-v1.5,20,9,0,8,eom,"(1, 3)",0.687652263,0.777777778,0.045701686,9,72
1520,BAAI/bge-large-en-v1.5,9,7,0,8,eom,"(1, 3)",0.687616499,0.73,0.03638964,10,51
1521,BAAI/bge-large-en-v1.5,15,7,0.1,7,eom,"(1, 2)",0.687535436,0.736363636,0.044392202,11,86
1522,BAAI/bge-large-en-v1.5,9,17,0.05,6,eom,"(1, 4)",0.687496212,0.715384615,0.037993923,13,69
1523,BAAI/bge-large-en-v1.5,20,17,0.05,6,eom,"(1, 4)",0.687460773,0.772727273,0.0434749,11,80
1524,BAAI/bge-large-en-v1.5,7,15,0.1,8,eom,"(1, 4)",0.687345452,0.733333333,0.037282746,9,39
1525,BAAI/bge-large-en-v1.5,9,7,0,6,eom,"(1, 3)",0.68722228,0.746153846,0.03058292,13,25
1526,BAAI/bge-large-en-v1.5,17,17,0.1,5,eom,"(1, 3)",0.687096583,0.70625,0.06358745,16,96
1527,BAAI/bge-large-en-v1.5,17,5,0.1,5,eom,"(1, 3)",0.687038274,0.726666667,0.068751514,15,110
1528,BAAI/bge-large-en-v1.5,20,17,0.1,10,eom,"(1, 4)",0.68701061,0.925,0.06993266,4,57
1529,BAAI/bge-large-en-v1.5,13,20,0.05,10,eom,"(1, 3)",0.686976739,1,0.109060474,3,11
1530,BAAI/bge-large-en-v1.5,9,15,0,15,eom,"(1, 2)",0.686891392,1,0.10577785,3,5
1531,BAAI/bge-large-en-v1.5,5,7,0,6,eom,"(1, 4)",0.686887602,0.70625,0.036090557,16,33
1532,BAAI/bge-large-en-v1.5,5,7,0,17,eom,"(1, 3)",0.686781461,1,0.11134993,3,18
1533,BAAI/bge-large-en-v1.5,7,13,0.1,9,eom,"(1, 3)",0.686781461,1,0.11134993,3,18
1534,BAAI/bge-large-en-v1.5,17,15,0.1,5,eom,"(1, 2)",0.686738604,0.766666667,0.060721144,12,84
1535,BAAI/bge-large-en-v1.5,15,5,0,5,eom,"(1, 4)",0.686631031,0.7,0.050685983,18,101
1536,BAAI/bge-large-en-v1.5,9,13,0.1,13,eom,"(1, 3)",0.686576399,0.9,0.06907808,5,96
1537,BAAI/bge-large-en-v1.5,17,15,0,8,eom,"(1, 2)",0.686542241,0.741666667,0.058746353,12,82
1538,BAAI/bge-large-en-v1.5,17,20,0.05,5,eom,"(1, 3)",0.686529208,0.721428571,0.037523758,14,64
1539,BAAI/bge-large-en-v1.5,9,5,0,13,eom,"(1, 2)",0.686493587,0.966666667,0.10963798,3,10
1540,BAAI/bge-large-en-v1.5,15,5,0,7,eom,"(1, 3)",0.686439153,0.7,0.062251806,14,100
1541,BAAI/bge-large-en-v1.5,9,7,0.05,8,eom,"(1, 4)",0.686338845,0.755555556,0.044091832,9,49
1542,BAAI/bge-large-en-v1.5,5,15,0.1,5,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1543,BAAI/bge-large-en-v1.5,5,15,0.1,7,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1544,BAAI/bge-large-en-v1.5,5,15,0.1,6,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1545,BAAI/bge-large-en-v1.5,5,15,0,7,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1546,BAAI/bge-large-en-v1.5,5,7,0.1,6,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1547,BAAI/bge-large-en-v1.5,5,15,0.1,8,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1548,BAAI/bge-large-en-v1.5,5,7,0.1,7,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1549,BAAI/bge-large-en-v1.5,5,15,0.05,6,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1550,BAAI/bge-large-en-v1.5,5,7,0.1,8,eom,"(1, 3)",0.686163933,0.84,0.029887168,5,197
1551,BAAI/bge-large-en-v1.5,20,5,0.1,6,eom,"(1, 2)",0.686154346,0.7,0.073319554,13,111
1552,BAAI/bge-large-en-v1.5,15,13,0,7,eom,"(1, 3)",0.685963479,0.725,0.037534505,12,62
1553,BAAI/bge-large-en-v1.5,20,7,0.05,6,eom,"(1, 4)",0.685909254,0.71875,0.079331025,16,122
1554,BAAI/bge-large-en-v1.5,9,5,0.05,8,eom,"(1, 2)",0.685840141,0.763636364,0.03561743,11,76
1555,BAAI/bge-large-en-v1.5,15,20,0,5,eom,"(1, 3)",0.685762082,0.728571429,0.03392615,14,63
1556,BAAI/bge-large-en-v1.5,15,9,0.1,6,eom,"(1, 2)",0.68573551,0.758333333,0.037393723,12,72
1557,BAAI/bge-large-en-v1.5,17,7,0,6,eom,"(1, 3)",0.685601587,0.721428571,0.04504484,14,71
1558,BAAI/bge-large-en-v1.5,5,9,0,8,eom,"(1, 4)",0.685516887,0.763636364,0.035084695,11,56
1559,BAAI/bge-large-en-v1.5,17,5,0,5,eom,"(1, 4)",0.685408531,0.7,0.045734473,20,92
1560,BAAI/bge-large-en-v1.5,5,5,0.1,17,eom,"(1, 4)",0.685367205,1,0.103615105,3,15
1561,BAAI/bge-large-en-v1.5,5,15,0.1,17,eom,"(1, 3)",0.685326379,1,0.09858876,3,33
1562,BAAI/bge-large-en-v1.5,9,20,0.05,6,eom,"(1, 2)",0.685281578,0.814285714,0.037465557,7,9
1563,BAAI/bge-large-en-v1.5,5,5,0.1,20,eom,"(1, 4)",0.685281564,1,0.10384041,3,16
1564,BAAI/bge-large-en-v1.5,20,13,0.1,6,eom,"(1, 3)",0.685255284,0.741666667,0.046305638,12,97
1565,BAAI/bge-large-en-v1.5,7,17,0.1,6,eom,"(1, 3)",0.685158225,0.728571429,0.029598447,14,43
1566,BAAI/bge-large-en-v1.5,7,20,0,13,eom,"(1, 3)",0.685149307,0.95,0.063508675,4,35
1567,BAAI/bge-large-en-v1.5,20,15,0.1,8,eom,"(1, 2)",0.685143488,0.763636364,0.07379038,11,110
1568,BAAI/bge-large-en-v1.5,7,9,0.05,8,eom,"(1, 3)",0.685097346,0.723076923,0.039450992,13,73
1569,BAAI/bge-large-en-v1.5,15,13,0.05,5,eom,"(1, 4)",0.68506646,0.727777778,0.07190219,18,120
1570,BAAI/bge-large-en-v1.5,13,9,0,17,eom,"(1, 3)",0.684996022,1,0.06313503,4,36
1571,BAAI/bge-large-en-v1.5,20,9,0,15,eom,"(1, 4)",0.684966464,0.95,0.069470085,4,49
1572,BAAI/bge-large-en-v1.5,15,15,0.1,5,eom,"(1, 4)",0.684895757,0.735294118,0.067013696,17,97
1573,BAAI/bge-large-en-v1.5,15,7,0.1,6,eom,"(1, 4)",0.684831861,0.766666667,0.061738115,15,113
1574,BAAI/bge-large-en-v1.5,20,7,0,6,eom,"(1, 3)",0.684810647,0.713333333,0.06627482,15,114
1575,BAAI/bge-large-en-v1.5,9,15,0.05,5,eom,"(1, 4)",0.684787629,0.683333333,0.03739236,18,45
1576,BAAI/bge-large-en-v1.5,17,17,0,5,eom,"(1, 3)",0.684783883,0.725,0.058899727,16,75
1577,BAAI/bge-large-en-v1.5,13,15,0.1,10,eom,"(1, 2)",0.684722693,0.86,0.07161772,5,87
1578,BAAI/bge-large-en-v1.5,20,5,0.05,5,eom,"(1, 4)",0.684639752,0.738888889,0.064011134,18,114
1579,BAAI/bge-large-en-v1.5,17,7,0.1,6,eom,"(1, 3)",0.684546951,0.692307692,0.050405215,13,76
1580,BAAI/bge-large-en-v1.5,17,17,0.1,7,eom,"(1, 2)",0.684528023,0.742857143,0.06569574,14,109
1581,BAAI/bge-large-en-v1.5,15,17,0.1,7,eom,"(1, 2)",0.684520498,0.74,0.050935112,10,76
1582,BAAI/bge-large-en-v1.5,17,15,0.05,5,eom,"(1, 4)",0.684475975,0.6875,0.06537821,16,99
1583,BAAI/bge-large-en-v1.5,15,5,0,6,eom,"(1, 4)",0.684290214,0.747058824,0.06075445,17,115
1584,BAAI/bge-large-en-v1.5,9,17,0.05,8,eom,"(1, 2)",0.684226753,0.72,0.039742216,10,63
1585,BAAI/bge-large-en-v1.5,5,5,0.1,8,eom,"(1, 4)",0.684159479,0.788888889,0.051601537,9,38
1586,BAAI/bge-large-en-v1.5,20,5,0.1,8,eom,"(1, 3)",0.684156975,1,0.04810139,4,15
1587,BAAI/bge-large-en-v1.5,9,7,0,5,eom,"(1, 4)",0.683991498,0.694444444,0.03032604,18,40
1588,BAAI/bge-large-en-v1.5,20,15,0.1,15,eom,"(1, 2)",0.683969433,0.975,0.070777185,4,63
1589,BAAI/bge-large-en-v1.5,17,13,0,7,eom,"(1, 4)",0.683961991,0.8,0.052974287,9,56
1590,BAAI/bge-large-en-v1.5,7,9,0,6,eom,"(1, 4)",0.683919704,0.694736842,0.05964236,19,69
1591,BAAI/bge-large-en-v1.5,5,17,0,8,eom,"(1, 3)",0.683807321,0.772727273,0.03337461,11,34
1592,BAAI/bge-large-en-v1.5,20,13,0.1,5,eom,"(1, 4)",0.683710844,0.733333333,0.05154123,15,90
1593,BAAI/bge-large-en-v1.5,5,5,0.1,7,eom,"(1, 4)",0.683593273,0.777777778,0.04967805,9,33
1594,BAAI/bge-large-en-v1.5,17,15,0,5,eom,"(1, 4)",0.68351193,0.722222222,0.06285237,18,101
1595,BAAI/bge-large-en-v1.5,9,13,0.1,7,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1596,BAAI/bge-large-en-v1.5,9,15,0.1,6,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1597,BAAI/bge-large-en-v1.5,9,20,0.1,8,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1598,BAAI/bge-large-en-v1.5,9,15,0.1,5,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1599,BAAI/bge-large-en-v1.5,9,15,0.1,8,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1600,BAAI/bge-large-en-v1.5,9,15,0.1,7,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1601,BAAI/bge-large-en-v1.5,9,20,0.1,7,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1602,BAAI/bge-large-en-v1.5,9,20,0.1,6,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1603,BAAI/bge-large-en-v1.5,9,13,0.1,8,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1604,BAAI/bge-large-en-v1.5,9,20,0.1,5,eom,"(1, 2)",0.683443717,0.9,-0.016813265,4,3
1605,BAAI/bge-large-en-v1.5,5,9,0.1,7,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1606,BAAI/bge-large-en-v1.5,7,13,0.1,5,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1607,BAAI/bge-large-en-v1.5,9,17,0.1,5,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1608,BAAI/bge-large-en-v1.5,9,17,0.1,6,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1609,BAAI/bge-large-en-v1.5,7,13,0.1,7,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1610,BAAI/bge-large-en-v1.5,7,13,0.1,6,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1611,BAAI/bge-large-en-v1.5,7,7,0.05,6,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1612,BAAI/bge-large-en-v1.5,7,13,0.1,8,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1613,BAAI/bge-large-en-v1.5,9,17,0.1,7,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1614,BAAI/bge-large-en-v1.5,5,9,0.1,8,eom,"(1, 3)",0.683313158,0.966666667,-0.01655309,3,352
1615,BAAI/bge-large-en-v1.5,20,13,0,6,eom,"(1, 3)",0.683254548,0.70625,0.06800455,16,101
1616,BAAI/bge-large-en-v1.5,17,13,0.1,8,eom,"(1, 3)",0.683163744,0.8,0.060813762,9,77
1617,BAAI/bge-large-en-v1.5,13,9,0,15,eom,"(1, 3)",0.683106614,1,0.06152678,4,32
1618,BAAI/bge-large-en-v1.5,5,7,0,8,eom,"(1, 2)",0.683102953,0.753846154,0.040117238,13,57
1619,BAAI/bge-large-en-v1.5,5,20,0.05,9,eom,"(1, 3)",0.683042888,0.816666667,0.060239166,6,66
1620,BAAI/bge-large-en-v1.5,15,7,0,5,eom,"(1, 4)",0.682705833,0.711111111,0.06315481,18,97
1621,BAAI/bge-large-en-v1.5,15,20,0,7,eom,"(1, 2)",0.682633768,0.72,0.041919433,10,42
1622,BAAI/bge-large-en-v1.5,20,15,0,13,eom,"(1, 4)",0.682599559,0.975,0.0653839,4,39
1623,BAAI/bge-large-en-v1.5,7,5,0.05,7,eom,"(1, 2)",0.682520094,0.75,0.042511653,10,66
1624,BAAI/bge-large-en-v1.5,7,17,0.05,5,eom,"(1, 3)",0.682453626,0.726666667,0.026019553,15,23
1625,BAAI/bge-large-en-v1.5,20,13,0,8,eom,"(1, 2)",0.682414954,0.736363636,0.07175297,11,110
1626,BAAI/bge-large-en-v1.5,20,13,0,5,eom,"(1, 3)",0.682367691,0.713333333,0.0471522,15,74
1627,BAAI/bge-large-en-v1.5,15,5,0.05,5,eom,"(1, 4)",0.682230968,0.721428571,0.043794107,14,76
1628,BAAI/bge-large-en-v1.5,7,9,0,7,eom,"(1, 3)",0.682226303,0.713333333,0.038798608,15,47
1629,BAAI/bge-large-en-v1.5,7,13,0.05,6,eom,"(1, 3)",0.682216822,0.688235294,0.03723827,17,55
1630,BAAI/bge-large-en-v1.5,20,9,0,6,eom,"(1, 4)",0.682186567,0.723076923,0.049748424,13,73
1631,BAAI/bge-large-en-v1.5,7,5,0.05,8,eom,"(1, 2)",0.68204108,0.76,0.04548979,10,73
1632,BAAI/bge-large-en-v1.5,20,15,0.05,13,eom,"(1, 4)",0.682031846,0.95,0.067201,4,44
1633,BAAI/bge-large-en-v1.5,15,17,0.05,8,eom,"(1, 4)",0.681913785,0.788888889,0.05333196,9,56
1634,BAAI/bge-large-en-v1.5,7,13,0.05,8,eom,"(1, 2)",0.681800566,0.745454545,0.033017635,11,59
1635,BAAI/bge-large-en-v1.5,20,17,0.05,13,eom,"(1, 2)",0.681779246,1,0.11077185,3,10
1636,BAAI/bge-large-en-v1.5,7,9,0.05,6,eom,"(1, 4)",0.681738764,0.7,0.06468347,20,90
1637,BAAI/bge-large-en-v1.5,13,15,0.1,9,eom,"(1, 2)",0.681675691,0.7625,0.07156398,8,135
1638,BAAI/bge-large-en-v1.5,20,17,0,15,eom,"(1, 3)",0.681582012,1,0.115929276,3,21
1639,BAAI/bge-large-en-v1.5,20,9,0.05,7,eom,"(1, 2)",0.681572333,0.772727273,0.044469215,11,74
1640,BAAI/bge-large-en-v1.5,9,13,0.05,8,eom,"(1, 3)",0.681553037,0.733333333,0.040856592,12,82
1641,BAAI/bge-large-en-v1.5,20,15,0.1,5,eom,"(1, 2)",0.681469188,0.707692308,0.07472254,13,102
1642,BAAI/bge-large-en-v1.5,15,13,0.05,8,eom,"(1, 2)",0.681388529,0.746153846,0.06699476,13,101
1643,BAAI/bge-large-en-v1.5,7,5,0.1,8,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1644,BAAI/bge-large-en-v1.5,7,5,0.1,7,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1645,BAAI/bge-large-en-v1.5,7,5,0.1,6,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1646,BAAI/bge-large-en-v1.5,7,5,0.1,5,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1647,BAAI/bge-large-en-v1.5,7,9,0.1,7,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1648,BAAI/bge-large-en-v1.5,5,7,0.05,8,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1649,BAAI/bge-large-en-v1.5,7,9,0.1,6,eom,"(1, 4)",0.681333535,0.85,-0.011304974,4,342
1650,BAAI/bge-large-en-v1.5,13,13,0,7,eom,"(1, 2)",0.681329017,0.75,0.040168848,10,43
1651,BAAI/bge-large-en-v1.5,7,15,0,8,eom,"(1, 2)",0.68107263,0.763636364,0.031981707,11,45
1652,BAAI/bge-large-en-v1.5,20,17,0.05,15,eom,"(1, 4)",0.681068222,1,0.11638228,3,23
1653,BAAI/bge-large-en-v1.5,13,5,0,6,eom,"(1, 3)",0.680989275,0.7,0.047795042,12,63
1654,BAAI/bge-large-en-v1.5,20,13,0,7,eom,"(1, 2)",0.680980843,0.741666667,0.06472145,12,105
1655,BAAI/bge-large-en-v1.5,7,9,0.05,13,eom,"(1, 2)",0.680886697,0.88,0.061075326,5,72
1656,BAAI/bge-large-en-v1.5,20,7,0.05,5,eom,"(1, 4)",0.680857228,0.711111111,0.06762548,18,117
1657,BAAI/bge-large-en-v1.5,7,13,0,7,eom,"(1, 3)",0.680855564,0.713333333,0.04141984,15,72
1658,BAAI/bge-large-en-v1.5,20,13,0.05,5,eom,"(1, 3)",0.680589408,0.726666667,0.05119403,15,84
1659,BAAI/bge-large-en-v1.5,5,15,0.05,9,eom,"(1, 3)",0.680586236,0.9,0.07228337,4,20
1660,BAAI/bge-large-en-v1.5,20,15,0,15,eom,"(1, 4)",0.680536047,0.975,0.06680413,4,39
1661,BAAI/bge-large-en-v1.5,9,5,0.05,6,eom,"(1, 3)",0.680532968,0.730769231,0.040436503,13,49
1662,BAAI/bge-large-en-v1.5,17,7,0.05,6,eom,"(1, 3)",0.680394849,0.707692308,0.050472636,13,72
1663,BAAI/bge-large-en-v1.5,7,9,0,8,eom,"(1, 3)",0.680382836,0.7125,0.06144373,16,95
1664,BAAI/bge-large-en-v1.5,9,20,0,9,eom,"(1, 4)",0.680345218,0.871428571,0.05862478,7,54
1665,BAAI/bge-large-en-v1.5,9,15,0.05,7,eom,"(1, 2)",0.680312029,0.745454545,0.040029544,11,61
1666,BAAI/bge-large-en-v1.5,7,13,0,17,eom,"(1, 4)",0.68026686,1,0.112638995,3,23
1667,BAAI/bge-large-en-v1.5,7,13,0,20,eom,"(1, 4)",0.68026686,1,0.112638995,3,23
1668,BAAI/bge-large-en-v1.5,17,20,0,9,eom,"(1, 4)",0.680227564,0.842857143,0.063761696,7,83
1669,BAAI/bge-large-en-v1.5,7,13,0,13,eom,"(1, 4)",0.680202854,1,0.110703215,3,16
1670,BAAI/bge-large-en-v1.5,7,13,0,15,eom,"(1, 4)",0.680202854,1,0.11167342,3,17
1671,BAAI/bge-large-en-v1.5,7,15,0.05,8,eom,"(1, 2)",0.680109209,0.781818182,0.03283871,11,51
1672,BAAI/bge-large-en-v1.5,20,7,0.05,10,eom,"(1, 3)",0.680046006,0.966666667,0.11584228,3,19
1673,BAAI/bge-large-en-v1.5,7,13,0,9,eom,"(1, 4)",0.680019459,1,0.10657499,3,12
1674,BAAI/bge-large-en-v1.5,5,7,0.05,7,eom,"(1, 3)",0.679847179,0.6875,0.038315725,16,49
1675,BAAI/bge-large-en-v1.5,13,17,0.1,10,eom,"(1, 4)",0.679805852,1,0.06356925,4,34
1676,BAAI/bge-large-en-v1.5,17,17,0,7,eom,"(1, 2)",0.679723271,0.769230769,0.06252211,13,82
1677,BAAI/bge-large-en-v1.5,17,20,0,5,eom,"(1, 2)",0.679694834,0.736363636,0.041560642,11,48
1678,BAAI/bge-large-en-v1.5,7,20,0,6,eom,"(1, 2)",0.679654059,0.738461538,0.029593026,13,13
1679,BAAI/bge-large-en-v1.5,20,9,0.1,6,eom,"(1, 2)",0.679600414,0.754545455,0.047712475,11,72
1680,BAAI/bge-large-en-v1.5,5,5,0.05,8,eom,"(1, 3)",0.679564957,0.77,0.051249158,10,38
1681,BAAI/bge-large-en-v1.5,9,15,0,13,eom,"(2, 3)",0.679518103,0.933333333,0.10211704,3,1
1682,BAAI/bge-large-en-v1.5,9,13,0.05,6,eom,"(1, 3)",0.679441172,0.7,0.037636444,14,54
1683,BAAI/bge-large-en-v1.5,5,13,0,8,eom,"(1, 2)",0.679425516,0.7875,0.038130835,8,18
1684,BAAI/bge-large-en-v1.5,15,9,0.05,5,eom,"(1, 2)",0.679419047,0.745454545,0.03874379,11,49
1685,BAAI/bge-large-en-v1.5,5,5,0.1,5,eom,"(1, 3)",0.679093233,0.766666667,0.046592552,15,40
1686,BAAI/bge-large-en-v1.5,20,15,0.1,7,eom,"(1, 2)",0.678878936,0.725,0.078846976,12,111
1687,BAAI/bge-large-en-v1.5,17,5,0,6,eom,"(1, 2)",0.678658265,0.730769231,0.053706434,13,76
1688,BAAI/bge-large-en-v1.5,20,9,0,5,eom,"(1, 3)",0.678402695,0.733333333,0.07160396,18,104
1689,BAAI/bge-large-en-v1.5,9,9,0.05,6,eom,"(1, 3)",0.678384902,0.730769231,0.038126986,13,77
1690,BAAI/bge-large-en-v1.5,20,20,0.05,6,eom,"(1, 2)",0.678291122,0.753846154,0.06387541,13,110
1691,BAAI/bge-large-en-v1.5,17,7,0,5,eom,"(1, 3)",0.678276726,0.7,0.038705837,15,50
1692,BAAI/bge-large-en-v1.5,5,5,0,7,eom,"(1, 4)",0.678241932,0.73125,0.046928752,16,74
1693,BAAI/bge-large-en-v1.5,15,5,0.1,13,eom,"(1, 4)",0.67819227,0.925,0.068788484,4,52
1694,BAAI/bge-large-en-v1.5,20,5,0.05,8,eom,"(1, 4)",0.677981009,0.8,0.05815288,8,83
1695,BAAI/bge-large-en-v1.5,20,9,0.05,5,eom,"(1, 3)",0.677850464,0.707692308,0.048561476,13,68
1696,BAAI/bge-large-en-v1.5,5,17,0.05,7,eom,"(1, 2)",0.677827561,0.8,0.022249784,10,27
1697,BAAI/bge-large-en-v1.5,17,13,0.1,5,eom,"(1, 2)",0.677675873,0.75,0.06155351,12,95
1698,BAAI/bge-large-en-v1.5,13,13,0.05,9,eom,"(1, 4)",0.677634547,1,0.06062953,4,27
1699,BAAI/bge-large-en-v1.5,9,13,0,7,eom,"(1, 3)",0.677551935,0.692857143,0.03923334,14,55
1700,BAAI/bge-large-en-v1.5,13,9,0.1,8,eom,"(1, 2)",0.677508966,0.8,0.04351474,7,29
1701,BAAI/bge-large-en-v1.5,15,7,0.1,5,eom,"(1, 2)",0.677413343,0.725,0.03460499,12,50
1702,BAAI/bge-large-en-v1.5,13,15,0.1,13,eom,"(1, 4)",0.677317699,0.95,0.06987164,4,53
1703,BAAI/bge-large-en-v1.5,13,20,0.1,6,eom,"(1, 2)",0.67717487,0.7,0.051168717,12,82
1704,BAAI/bge-large-en-v1.5,15,7,0,7,eom,"(1, 4)",0.677165714,0.78,0.04631483,10,39
1705,BAAI/bge-large-en-v1.5,9,5,0,5,eom,"(1, 3)",0.677012085,0.688235294,0.030369759,17,42
1706,BAAI/bge-large-en-v1.5,15,13,0,5,eom,"(1, 4)",0.676980585,0.7,0.03987059,15,66
1707,BAAI/bge-large-en-v1.5,9,5,0,20,eom,"(1, 3)",0.676621814,1,0.111234285,3,16
1708,BAAI/bge-large-en-v1.5,17,13,0,5,eom,"(1, 4)",0.676574209,0.772727273,0.03524061,11,54
1709,BAAI/bge-large-en-v1.5,20,7,0.05,9,eom,"(1, 4)",0.676470155,1,0.11461575,3,14
1710,BAAI/bge-large-en-v1.5,20,5,0,5,eom,"(1, 4)",0.67635194,0.72,0.045414418,15,89
1711,BAAI/bge-large-en-v1.5,17,9,0.1,5,eom,"(1, 4)",0.676316789,0.7375,0.050645977,16,90
1712,BAAI/bge-large-en-v1.5,9,17,0.05,7,eom,"(1, 2)",0.676196511,0.73,0.04018559,10,55
1713,BAAI/bge-large-en-v1.5,17,17,0.1,6,eom,"(1, 2)",0.676180738,0.735714286,0.06625439,14,109
1714,BAAI/bge-large-en-v1.5,7,5,0.05,6,eom,"(1, 4)",0.676150699,0.71875,0.04119809,16,70
1715,BAAI/bge-large-en-v1.5,7,15,0,7,eom,"(1, 3)",0.675996453,0.7125,0.037064932,16,48
1716,BAAI/bge-large-en-v1.5,13,7,0.05,17,eom,"(1, 3)",0.675989904,0.966666667,0.10927315,3,10
1717,BAAI/bge-large-en-v1.5,5,7,0,15,eom,"(1, 4)",0.675763132,1,0.10975276,3,16
1718,BAAI/bge-large-en-v1.5,7,17,0.1,7,eom,"(1, 3)",0.675721261,0.777777778,0.03853161,9,20
1719,BAAI/bge-large-en-v1.5,5,17,0.1,8,eom,"(1, 2)",0.675698435,0.76,0.031264488,10,33
1720,BAAI/bge-large-en-v1.5,15,5,0.05,13,eom,"(1, 4)",0.675649849,1,0.06255771,4,31
1721,BAAI/bge-large-en-v1.5,9,9,0.1,5,eom,"(1, 4)",0.675571457,0.71875,0.0384436,16,72
